cd_cnpj;flag_matriz;dt_abertura;nm_razao_social;cd_natureza_juridica;de_natureza_juridica;nm_logradouro;cd_cep;nm_bairro;nm_municipio;sg_uf;de_situacao;de_classif_natureza_juridica
15740742000120;SIM;12/1/2009;DIRETORIO DO PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO PMDB DO MUNICIPIO DE NOSSA SENHORA DE LOURDES;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;RUA PEROLINA ARAUJO;49890000;CENTRO;NOSSA SENHORA DE LOURDES;SE;ATIVA;PUBLICO
08216974000380;NÃO;8/16/2006;ALCIDES DOS SANTOS MOREIRA E OUTRA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO MONTE AZUL;16640000;DUAS PONTES;BALBINOS;SP;ATIVA;PRIVADO
01995195000110;SIM;7/16/1997;BESTWAY LOCACOES E SERVICOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ALBINO B GABRIL;04727030;VILA CRUZEIRO;SAO PAULO;SP;ATIVA;PRIVADO
03391792000160;SIM;9/3/1999;GEDEAO LOURENCO DE SOUZA ME;2135;EMPRESARIO INDIVIDUAL;RUA APOL SATHLER;35040060;SANTA RITA;GOVERNADOR VALADARES;MG;ATIVA;PRIVADO
08457794000390;NÃO;2/11/2010;ARY ANTONIO MADUREIRA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SAO BENEDITO;19880000;AGUA DO FOGO;CANDIDO MOTA;SP;ATIVA;PRIVADO
14222846000180;SIM;8/24/2011;ACADEMIA C 4 FITNESS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ANTONIO LOSSO;85055310;CONRADINHO;GUARAPUAVA;PR;ATIVA;PRIVADO
07669934000160;SIM;9/1/2005;M A NOGUEIRA REPRESENTACOES COMERCIAIS ME;2135;EMPRESARIO INDIVIDUAL;RUA LONDRES;03731030;VILA LONDRINA;SAO PAULO;SP;BAIXADA;PRIVADO
06137179000100;SIM;2/19/2004;ESPACO CONHECIMENTO CONSULTORIA EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA HEITOR PENTEADO;05437000;SUMAREZINHO;SAO PAULO;SP;ATIVA;PRIVADO
01387360000150;SIM;8/23/1996;CONDOMINIO EDIFICIO ANDRAUS GOLDEN;3085;CONDOMINIO EDILICIO;RUA DESEMBARGADOR MOTTA;80420190;CENTRO;CURITIBA;PR;ATIVA;PRIVADO
09545298000190;SIM;4/29/2008;PARTIDO DA REPUBLICA PR DE RIACHO DE SANTANA;3271;ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO;AVENIDA DO AGRICULTOR;46470000;SAO FELIX;RIACHO DE SANTANA;BA;ATIVA;PUBLICO
40484867000850;NÃO;10/25/1994;JCE CONSULTORIA E PARTICIPACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;PRACA GAGO COUTINHO;41510045;SAO CRISTOVAO;SALVADOR;BA;ATIVA;PRIVADO
48346043000150;SIM;1/11/1982;SEBASTIAO MIGUEL DE CAMPOS ME;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR ATALIBA LEONEL;18740000;CENTRO;TAQUARITUBA;SP;ATIVA;PRIVADO
13567044000140;SIM;4/11/2011;BUT COMERCIO DE ALIMENTOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA DOUTOR VITAL BRASIL;05503000;BUTANTA;SAO PAULO;SP;ATIVA;PRIVADO
13598884000170;SIM;5/5/2011;EDEGAR PEREIRA MEI;2135;EMPRESARIO INDIVIDUAL;RUA MANUEL DE MACEDO;14030560;JARDIM PIRATININGA;RIBEIRAO PRETO;SP;BAIXADA;PRIVADO
04056122000150;SIM;9/18/2000;ALZENIR SANTANA COMERCIO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DO URUGUAI;40454260;URUGUAI;SALVADOR;BA;ATIVA;PRIVADO
04841694000140;SIM;1/3/2002;CARRO FACIL VEICULOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CLAUDIONOR WANDERLEY;40301155;BOA VIAGEM;SALVADOR;BA;ATIVA;PRIVADO
66508078000120;SIM;4/16/1992;CONDOMINIO EDIFICIO ELIANA;3085;CONDOMINIO EDILICIO;AVENIDA MARECHAL HERMES;11700250;CANTO DO FORTE;PRAIA GRANDE;SP;ATIVA;PRIVADO
11726294000150;SIM;3/15/2010;JAILSON BEZERRA PEREIRA ME;2135;EMPRESARIO INDIVIDUAL;RUA LUDGERO GUILHERME COSTA;62790000;CENTRO;REDENCAO;CE;ATIVA;PRIVADO
11959342000150;SIM;5/18/2010;MARIZA CRISTIANE ALTHAUS MEI;2135;EMPRESARIO INDIVIDUAL;RUA FRANCISCO DE ASSIS;85022220;BOQUEIRAO;GUARAPUAVA;PR;ATIVA;PRIVADO
34481390000180;SIM;12/15/1988;OLIVEIRA & GARCIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DOM PEDRO II;76804027;SAO CRISTOVAO;PORTO VELHO;RO;ATIVA;PRIVADO
12555119000100;SIM;9/20/2010;MARGARETE PEREIRA ARCENIO MEI;2135;EMPRESARIO INDIVIDUAL;RUA MARCILIO DIAS;88511570;VARZEA;LAGES;SC;ATIVA;PRIVADO
07907566000140;SIM;3/22/2006;QUANTTO AGENCIA DE MARKETING LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA MENDEL;35702192;JK;SETE LAGOAS;MG;ATIVA;PRIVADO
01682355000170;SIM;2/5/1997;ELITON ALVES ME;2135;EMPRESARIO INDIVIDUAL;RUA DO MINUANO;79080520;JARDIM MARCOS ROBERTO;CAMPO GRANDE;MS;ATIVA;PRIVADO
08455770000130;SIM;10/30/2006;DILSON FERREIRA DOS SANTOS BRITAMENTO DE PEDRAS ME;2135;EMPRESARIO INDIVIDUAL;RODOVIA BA 52;47400000;ALFREDO HENRIQUE SAMPAIO;XIQUE XIQUE;BA;ATIVA;PRIVADO
74034307000140;SIM;12/30/1993;ELETRO FRIO ESTRELA DA LIBERDADE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA INDUSTRIAL;26021150;POSSE;NOVA IGUACU;RJ;ATIVA;PRIVADO
14672094000150;SIM;11/24/2011;SEBASTIANA APARECIDA MEI;2135;EMPRESARIO INDIVIDUAL;RUA VICENTE FRANCO TOLENTINO;03982180;PARQUE SANTA MADALENA;SAO PAULO;SP;ATIVA;PRIVADO
02521644000150;SIM;5/14/1998;ADRIANA RESENDE LOPES ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA ROBERT KENNEDY;09860122;JARDIM BRASILANDIA;SAO BERNARDO DO CAMPO;SP;ATIVA;PRIVADO
14133477000150;SIM;8/17/2011;ORLANDO PINHO GUIMARAES ME;2135;EMPRESARIO INDIVIDUAL;PRACA VEREADOR JOSE MARQUES BORGES;46220000;CENTRO;RIO DO ANTONIO;BA;ATIVA;PRIVADO
06021074000190;SIM;11/12/2003;MARCIA R LIMA AUTOMOVEIS ME;2135;EMPRESARIO INDIVIDUAL;AVENIDA PRESIDENTE ARTHUR DA SILVA BERNARDES;80320300;SANTA QUITERIA;CURITIBA;PR;ATIVA;PRIVADO
07784989000110;SIM;1/5/2006;FARLEY SILVA LEITE ME;2135;EMPRESARIO INDIVIDUAL;RUA FREI EUSTAQUIO;39400612;SAO JUDAS TADEU;MONTES CLAROS;MG;ATIVA;PRIVADO
14550570000160;SIM;11/1/2011;WELLINGTON ALVES DE LIMA MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOAO DE SIQUEIRA AFONSO;08452000;LAJEADO;SAO PAULO;SP;ATIVA;PRIVADO
14570622000160;SIM;10/24/2011;S A R BANSI ME;2135;EMPRESARIO INDIVIDUAL;RUA WILSON TRONCOSO;16204155;RESIDENCIAL ALVORADA;BIRIGUI;SP;ATIVA;PRIVADO
01052752000240;NÃO;1/31/1973;ASAS DE SOCORRO;3999;ASSOCIACAO PRIVADA;RUA FRANCISCO VALOIS;75104280;SETOR INDUSTRIAL AEROPORTO;ANAPOLIS;GO;ATIVA;PRIVADO
09353200000100;SIM;2/8/2008;B P GONSIORKIEWICZ ME;2135;EMPRESARIO INDIVIDUAL;RUA PARAIBA;47850000;CENTRO;LUIS EDUARDO MAGALHAES;BA;ATIVA;PRIVADO
09102759000150;SIM;5/28/2007;I DE L MOREIRA DE MORAES CALCADOS ME;2135;EMPRESARIO INDIVIDUAL;RUA ALFREDO SCHURIG;12327005;CENTRO;JACAREI;SP;ATIVA;PRIVADO
09310725000150;SIM;1/10/2008;CLINICA ODONTOLOGICA ODONTOSAUDE LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA F;68515000;UNIAO;PARAUAPEBAS;PA;ATIVA;PRIVADO
08374337000170;SIM;10/20/2006;SALUSTIANO JOAQUIM TONCHIS;4120;PRODUTOR RURAL PESSOA FISICA;ESTRADA MUNICIPAL TURIUBA A MONCOES;15280000;PALMEIRAS;TURIUBA;SP;ATIVA;PRIVADO
15296818000170;SIM;3/30/2012;PALOMA VEBER SOETHE MEI;2135;EMPRESARIO INDIVIDUAL;RUA FRANCISCO KNABBEM;88735000;TERMAS DO GRAVATAL;GRAVATAL;SC;ATIVA;PRIVADO
08402134000140;SIM;10/27/2006;MARIA EMILIA APARECIDA VIANA;4120;PRODUTOR RURAL PESSOA FISICA;SITIO SINAI;19470000;CAMPINAL;PRESIDENTE EPITACIO;SP;ATIVA;PRIVADO
59121624000100;SIM;6/23/1988;COMERCIAL T PAULISTA EPP LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA OTTO BAUMGART;02049000;VILA GUILHERME;SAO PAULO;SP;ATIVA;PRIVADO
92112333000120;SIM;5/3/1988;C A S GONCALVES ME;2135;EMPRESARIO INDIVIDUAL;RUA PC ALEXANDRITA;94431700;LOTEAMENTO ELDORADO;VIAMAO;RS;ATIVA;PRIVADO
08225677000130;SIM;8/4/2006;RAFAELA DE O G ELIAS CALHAS EIRELI ME;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA ALIADOS;14080570;CAMPOS ELISEOS;RIBEIRAO PRETO;SP;ATIVA;PRIVADO
13865327000410;NÃO;3/20/2012;HOKKAI COMERCIO E SERVICOS DE ALIMENTACAO EIRELI EPP;2305;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA DE NATUREZA EMPRESARIA;RUA DEPUTADO LACERDA FRANCO;05418001;PINHEIROS;SAO PAULO;SP;ATIVA;PRIVADO
08661339000140;SIM;2/15/2007;FUNDO DE INVESTIMENTO EM QUOTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO TERTIUS DINAMICO;2224;CLUBE FUNDO DE INVESTIMENTO;PRAIA DE BOTAFOGO;22250040;BOTAFOGO;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
14577061000120;SIM;11/7/2011;MARCIO LUIZ BATISTA MEI;2135;EMPRESARIO INDIVIDUAL;RUA MARIA FRANCISCA PEREIRA;17064430;PARQUE ROOSEVELT;BAURU;SP;ATIVA;PRIVADO
14797432000180;SIM;10/25/2011;OMEGA GESTORA DE RECURSOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA SAO GABRIEL;01435001;JARDIM PAULISTA;SAO PAULO;SP;ATIVA;PRIVADO
16700845000120;SIM;8/15/2012;ELEICAO 2012 WILSON MARINHO DE CARVALHO VEREADOR;4090;CANDIDATO A CARGO POLITICO ELETIVO;RUA CORONEL LIMA ROCHA;57055502;PINHEIRO;MACEIO;AL;BAIXADA;PRIVADO
14581505000100;SIM;11/7/2011;ELMA VIVIANE PAIVA AMORIM MEI;2135;EMPRESARIO INDIVIDUAL;RUA JOAO PINTO DE OLIVEIRA;02849110;JARDIM GUARANI;SAO PAULO;SP;ATIVA;PRIVADO
15309170000120;SIM;4/3/2012;MARESIA PESCADOS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA AMELIA B DOS SANTOS;88380000;MORRETES;BALNEARIO PICARRAS;SC;ATIVA;PRIVADO
14384803000100;SIM;9/30/2011;MARIA NATIVIDADE DE MELO VESELICH MEI;2135;EMPRESARIO INDIVIDUAL;RUA HELIO DE OLIVEIRA;40265020;SANTA TERESA;SALVADOR;BA;BAIXADA;PRIVADO
07104105000210;NÃO;6/23/2006;CENTRO DE FORMACAO DE CONDUTORES SOLUCAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA EMILIO TEODORO SILVA;37418000;CENTRO;SAO THOME DAS LETRAS;MG;ATIVA;PRIVADO
15797920000150;SIM;6/28/2012;FABIANA SOUSA PONTES DO AMARAL MEI;2135;EMPRESARIO INDIVIDUAL;RUA PROFESSOR SA NUNES;21231030;IRAJA;RIO DE JANEIRO;RJ;ATIVA;PRIVADO
89809099000180;SIM;5/8/1979;OCLIDES ANTONIO MICHELON E FILHAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PEDRO PINTO DE SOUZA;99700096;CENTRO;ERECHIM;RS;BAIXADA;PRIVADO
88740717000110;SIM;7/11/1983;MARIA T P LEIRIA;2135;EMPRESARIO INDIVIDUAL;ALAMEDA G;91220580;NOVA RESTINGA;PORTO ALEGRE;RS;BAIXADA;PRIVADO
88485743000140;SIM;11/12/1976;KOLLER CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA GERMANO HOFFMANN;99700036;CENTRO;ERECHIM;RS;BAIXADA;PRIVADO
29190576000140;SIM;7/30/1975;ARMARINHO FIGUEIREDO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SILVA VASCONCELLOS;28970000;CENTRO;ARARUAMA;RJ;BAIXADA;PRIVADO
51444594000160;SIM;5/29/1985;TEMPLO DE UMBANDA SAO SEBASTIAO;3999;ASSOCIACAO PRIVADA;RUA JOAO ANTONIO OLIVEIRA;06900000;VALFLOR;EMBU GUACU;SP;BAIXADA;PRIVADO
60124799000150;SIM;9/5/1989;DORALICE DA GRACA CAMPOS;4014;EMPRESA INDIVIDUAL IMOBILIARIA;AVENIDA FEIRA DE SANTANA;12238000;JARDIM VALE DO SOL;SAO JOSE DOS CAMPOS;SP;BAIXADA;PRIVADO
50962802000150;SIM;8/13/1982;TECELAGEM DORA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ABOLICAO;13466280;VILA SANTA CATARINA;AMERICANA;SP;BAIXADA;PRIVADO
56609704000110;SIM;10/31/1986;IETE TERESINHA BELING INGLESE;2135;EMPRESARIO INDIVIDUAL;RUA DOUTOR SHIGEO MORI;13024500;BARAO GERALDO;CAMPINAS;SP;BAIXADA;PRIVADO
25278086000140;SIM;5/23/1988;PADARIA E CONFEITARIA ERVALIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CORONEL VIDAL;36080080;MARIANO PROCOPIO;JUIZ DE FORA;MG;BAIXADA;PRIVADO
31669633000110;SIM;11/10/1987;DISTRIBUIDORA DE BEBIDAS RANCHO NOVO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;TRAVESSA LUIZ SOBRAL;26216111;CENTRO;NOVA IGUACU;RJ;BAIXADA;PRIVADO
52817210000170;SIM;9/6/1983;JOSE JOAO DA SILVA ADAMANTINA;2135;EMPRESARIO INDIVIDUAL;LOCALIDADE CORREGO DO PRATA;17800000;CORREGO DO PRATA;ADAMANTINA;SP;BAIXADA;PRIVADO
29319787000130;SIM;2/27/1985;C CARNEVALE DISTRIBUIDORA DE BEBIDAS;2135;EMPRESARIO INDIVIDUAL;RUA TOMAZ FONSECA;26262020;COMENDADOR SOARES;NOVA IGUACU;RJ;BAIXADA;PRIVADO
19304245000130;SIM;9/28/1976;GORGONILO GARCIA;2135;EMPRESARIO INDIVIDUAL;RUA FRANCISCO SALES;37550000;CENTRO;POUSO ALEGRE;MG;BAIXADA;PRIVADO
50109289000150;SIM;12/12/1978;RESTAURANTE E LANCHONETE CHOPAO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PRUDENTE DE MORAIS;13400315;CENTRO;PIRACICABA;SP;BAIXADA;PRIVADO
54677331000190;SIM;8/26/1986;MARIA TERESA WOLFF MORAES;4014;EMPRESA INDIVIDUAL IMOBILIARIA;RUA SAMPAIO VIDAL;13070090;JARDIM CHAPADAO;CAMPINAS;SP;BAIXADA;PRIVADO
52070638000100;SIM;11/10/1982;ELPIDIO LANZILLO NETO;2135;EMPRESARIO INDIVIDUAL;RUA DRAGOES DA INDEPENDENC;08210040;VILA GUSTAVO;SAO PAULO;SP;BAIXADA;PRIVADO
55228365000160;SIM;1/6/1986;ALCENDINO NUNES DA SILVA ME;2135;EMPRESARIO INDIVIDUAL;RUA LUIZ DE VASCONCELOS;09960250;VILA NOGUEIRA;DIADEMA;SP;BAIXADA;PRIVADO
64797277000170;SIM;11/1/1990;CAZALLAS SANTOS COMERCIO DE BIJUTERIAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOAO CORDEIRO;03435000;VILA CARRAO;SAO PAULO;SP;BAIXADA;PRIVADO
68747245000200;NÃO;6/22/1993;ASCOT INDUSTRIA E COMERCIO DE MOVEIS LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA VILHENA DE MORAES;22640000;BARRA DA TIJUCA;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
73497265000110;SIM;10/14/1993;CAMPANA TRANSPORTES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;VILA CINCO DA BOA VISTA;95186000;QUINTO DISTRITO;CARLOS BARBOSA;RS;BAIXADA;PRIVADO
67048348000120;SIM;10/8/1991;M F CALIL COMERCIO E REPRESENTACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA JOSE GETULIO;01509001;LIBERDADE;SAO PAULO;SP;BAIXADA;PRIVADO
76684166000640;NÃO;5/10/1994;EMPRESA OTICA GLOBAL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA FREI H DE COIMBRA;81630220;VILA HAUER;CURITIBA;PR;BAIXADA;PRIVADO
64069826000190;SIM;8/13/1990;MARIA PEREIRA DE LACERDA;2135;EMPRESARIO INDIVIDUAL;AVENIDA SOROCABA;18044390;JARDIM DAS MAGNOLIAS;SOROCABA;SP;BAIXADA;PRIVADO
72259583000180;SIM;5/20/1993;ELLO CONTABIL LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA BENJAMIN C MARGARIDA;89041490;VELHA;BLUMENAU;SC;BAIXADA;PRIVADO
78677176000170;SIM;2/25/1987;ASSOCIACAO DOS SERVIDORES MUNICIPAIS;3999;ASSOCIACAO PRIVADA;AVENIDA GETULIO VARGAS;85585000;CENTRO;VERE;PR;BAIXADA;PRIVADO
71540447000100;SIM;2/21/1994;MATER YANG SERVICOS MEDICOS LTDA ME SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA CIDADE DE SAO SEBASTIAO;09770550;NOVA PETROPOLIS;SAO BERNARDO DO CAMPO;SP;BAIXADA;PRIVADO
40402109000170;SIM;2/26/1992;LA MUDANCE RESTAURANTE LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA JOSE BENTO RIB DANTAS;28905090;ARMACAO DOS BUZIOS;CABO FRIO;RJ;BAIXADA;PRIVADO
42967455000120;SIM;12/7/1992;JOSE MARIA DOS SANTOS;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO FALABELA;31360200;SANTA TEREZINHA;BELO HORIZONTE;MG;BAIXADA;PRIVADO
44907251000120;SIM;10/31/1980;JORGE BRAGA DO NASCIMENTO MERCEARIA ME;2135;EMPRESARIO INDIVIDUAL;RUA ANTONIO DE O PORTES;12510470;POTIM;GUARATINGUETA;SP;BAIXADA;PRIVADO
44245108000110;SIM;7/29/1980;BAR E EMPORIO IRMAOS GONCALVES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA ARATANJI;02613070;VILA NOVA CACHOEIRINHA;SAO PAULO;SP;BAIXADA;PRIVADO
36902278000100;SIM;12/4/1991;ILDA MARIA ROSA COMERCIO;2135;EMPRESARIO INDIVIDUAL;LOTEAMENTO PRIMAVERA;78655000;ZONA RURAL;PORTO ALEGRE DO NORTE;MT;BAIXADA;PRIVADO
37274180000100;SIM;12/30/1991;ESCOLA INFANTIL O MAGICO PINTOR LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA 1136;74180150;MARISTA;GOIANIA;GO;BAIXADA;PRIVADO
33279563000110;SIM;7/10/1989;DIMACON DIST DE MATERIAIS ELETRICOS E CONSTRUCAO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CONTORNO DA MATO GROSSO;75045190;JUNDIAI;ANAPOLIS;GO;BAIXADA;PRIVADO
43221084001330;NÃO;5/10/1993;AKZO NOBEL COATINGS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA JEQUITAIA;40460120;AGUA DE MENINOS;SALVADOR;BA;BAIXADA;PRIVADO
90613217000160;SIM;12/4/1986;SOLAR IMOVEIS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA TUIUTI;97050420;CENTRO;SANTA MARIA;RS;BAIXADA;PRIVADO
93655918000150;SIM;11/7/1990;JOAO LUIS FRAGA ARMAZEM;2135;EMPRESARIO INDIVIDUAL;RUA BECO DOS AMIGOS;91770300;SERRARIA;PORTO ALEGRE;RS;BAIXADA;PRIVADO
87876496000140;SIM;4/10/1974;LUIZ JOAO EVALDT;2135;EMPRESARIO INDIVIDUAL;VILA MORRO AZUL;95560000;QUARTO DISTRITO;TORRES;RS;BAIXADA;PRIVADO
89438311000140;SIM;10/17/1983;PETEFFI & TRIERWEILER LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;ESTRADA FEDERAL BR;95000000;BELA VISTA;CAXIAS DO SUL;RS;BAIXADA;PRIVADO
83704502000120;SIM;10/1/1979;INDUSTRIAL DE RACOES RAMELLA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;LOCALIDADE BARREIROS;89610000;SEDE;HERVAL D OESTE;SC;BAIXADA;PRIVADO
94180098000150;SIM;8/16/1991;JOSE OLAVIO DE CAMPOS;2135;EMPRESARIO INDIVIDUAL;ESTRADA RS 30;95520972;LARANJEIRAS DISTRITO;OSORIO;RS;BAIXADA;PRIVADO
93817237000140;SIM;1/23/1991;RAUL CAMPOS DA FONTOURA;2135;EMPRESARIO INDIVIDUAL;RUA AGUAS BRANCAS;94070130;BOM PRINCIPIO;GRAVATAI;RS;BAIXADA;PRIVADO
96594700000120;SIM;1/27/1971;SILVIO DE BORBA LUCAS;2135;EMPRESARIO INDIVIDUAL;RUA BARAO DO CAMBAY;97300000;SEDE;SAO GABRIEL;RS;BAIXADA;PRIVADO
81797078000180;SIM;4/5/1990;MUSSULINE ZANETTE;2135;EMPRESARIO INDIVIDUAL;ESTRADA GERAL;88820000;LAGOA DOS ESTEVES;ICARA;SC;BAIXADA;PRIVADO
94632130000190;SIM;6/5/1992;MADESOL COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA CHICO CORREA;97560000;SEM INFORMACAO;QUARAI;RS;BAIXADA;PRIVADO
91546036000120;SIM;9/2/1987;PEDRO CARRER & CIA LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA SENADOR PINHEIRO MACHADO;96810136;CENTRO;SANTA CRUZ DO SUL;RS;BAIXADA;PRIVADO
19645365000100;SIM;5/17/1977;GENESIO DE PAULA MAFRA;2135;EMPRESARIO INDIVIDUAL;RUA JOSE DUARTE DE PAIVA;35700059;CENTRO;SETE LAGOAS;MG;BAIXADA;PRIVADO
52289014000170;SIM;2/18/1983;MARCO ANTONIO CRIVELLARI;2135;EMPRESARIO INDIVIDUAL;AVENIDA JACINTO SA;19904565;VILA PERINO;OURINHOS;SP;BAIXADA;PRIVADO
30691836000140;SIM;8/27/1986;RAQUEL COMERCIO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PROFESSOR GILCEU MACHADO;29300000;AMARAL;CACHOEIRO DE ITAPEMIRIM;ES;BAIXADA;PRIVADO
20555413000140;SIM;10/4/1978;JOSE BARBOSA DA SILVA;2135;EMPRESARIO INDIVIDUAL;RUA JASMIM;39401028;SAGRADA FAMILIA;MONTES CLAROS;MG;BAIXADA;PRIVADO
20000204000130;SIM;8/1/1984;ARISTIDES MENDONCA;2135;EMPRESARIO INDIVIDUAL;RUA CORONEL ANTONIO A PEREIRA;38401730;CENTRO;UBERLANDIA;MG;BAIXADA;PRIVADO
31170392000160;SIM;12/2/1986;CENTRAL ADMINISTRACAO E PARTICIPACOES LTDA;2240;SOCIEDADE SIMPLES LIMITADA;RUA DO ARROZ;21011070;PENHA CIRCULAR;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
27668193000100;SIM;12/22/1981;SENDON & CIA LTDA ME;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PAULINO FERNANDES;25880000;JAMAPARA;SAPUCAIA;RJ;BAIXADA;PRIVADO
27357292000170;SIM;6/20/1977;ANGELO DEMUNER;2135;EMPRESARIO INDIVIDUAL;RUA VARZEA ALEGRE;29650000;ALTO SANTA MARIA;SANTA TERESA;ES;BAIXADA;PRIVADO
32224826000120;SIM;12/20/1988;DERBY PARTICIPACOES LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA DO PASSEIO;20021290;CENTRO;RIO DE JANEIRO;RJ;BAIXADA;PRIVADO
55614317000100;SIM;4/4/1986;RODAN ASSESSORIA TECNICA LTDA SC;2240;SOCIEDADE SIMPLES LIMITADA;RUA INHAMBU;04520912;INDIANOPOLIS;SAO PAULO;SP;BAIXADA;PRIVADO
61906053000160;SIM;11/9/1989;HAICA MOTOS E ACESSORIOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PEDRO LESSA;11025001;PONTA DA PRAIA;SANTOS;SP;BAIXADA;PRIVADO
50986116000110;SIM;8/19/1982;COMERCIAL DE RELOGIOS GUE LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA COM AFONSO KHERLAKIAN;08210040;SE;SAO PAULO;SP;BAIXADA;PRIVADO
27306927000100;SIM;1/25/1982;MARIA LAMEIRA SEGRINI;2135;EMPRESARIO INDIVIDUAL;RUA 31 DE MARCO;29700778;SANTO ANTONIO;COLATINA;ES;BAIXADA;PRIVADO
30441406000170;SIM;11/27/1979;MARIA DA CONCEICAO DE SOUZA BAR;2135;EMPRESARIO INDIVIDUAL;RUA NOVA YORK;27211440;SANTO AGOSTINHO;VOLTA REDONDA;RJ;BAIXADA;PRIVADO
59506311000170;SIM;9/26/1988;POOL PLASTIC COMERCIO LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;RUA PRINC DAS ASTURIAS;04331100;VILA CAMPESTRE;SAO PAULO;SP;BAIXADA;PRIVADO
61005500000100;SIM;7/17/1989;TUTTI DOLCI PRODUTOS ALIMENTICIOS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA PEDRO BUENO;04342010;JABAQUARA;SAO PAULO;SP;BAIXADA;PRIVADO
16294894000100;SIM;6/28/1988;CASSILANDRO RIBEIRO FREIRE ME;2135;EMPRESARIO INDIVIDUAL;RUA RODOLFO NOVAES;45280000;CENTRO;IGUAI;BA;ATIVA;PRIVADO
26528679000180;SIM;5/17/1990;L A C COMERCIO DE PECAS USADAS LTDA;2062;SOCIEDADE EMPRESARIA LIMITADA;AVENIDA CARMINDO DE CAMPOS;78070100;JARDIM PAULISTA;CUIABA;MT;BAIXADA;PRIVADO
